number;group;name;suggested_cost_price;extra_cost;sales_price;unit_id;stock_quantity;description;min_inventory_quantity;min_sales_quantity;min_purchase_quantity;barcode;default_location_id;variation_id;weight;weight_unit;width;height;depth;size_unit;supplier_product_number;is_barred;discount_group;image_url;Har batchstyring;has_serial_numbers;default_supplier_id
SOL-25610303;25;O-Ring D. 19,1X1,6; kr 1,05 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-33311013;25;O-Ring D. 15X2; kr 1,05 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-51058054;25;Aluminium Rivet 4.0 X 10; kr 1,05 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60900158;25;Terminal Tubular Sleeve (1.5); kr 1,05 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60900330;25;SUPERSEAL yello rubber protection; kr 1,05 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60900956;25;10k ohm Resistor; kr 1,05 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-TFM.2.8.0.5;25;Ter.Faston male 2,8x0.5; kr 1,05 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-TR.2.5.5;25;Ring terminal sec. 2.5 T.5; kr 1,05 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-12113027;25;Bolt SPAX 6x60 Washer Head; kr 1,17 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-57000381;25;Washer 20-26-1,5; kr 1,17 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-V41880306F;25;Nut; kr 1,17 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-1A022092;25;Ball 5/32; kr 1,29 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-1A022100;25;Ball 1/4; kr 1,29 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-22510426;25;Washer Adjusting 0,5; kr 1,29 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-26113053;25;O-Ring; kr 1,29 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-51030018;25;Washer DIN 125-18; kr 1,29 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-51030020;25;Washer DIN 125-20; kr 1,29 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-51117257;25;Bolt DIN 7380 M8-20 5.6; kr 1,29 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-51120012;25;Nut DIN 934 M12 5.6; kr 1,29 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-52101162;25;Bolt DIN 931 M6-45 8.8; kr 1,29 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-52101163;25;Bolt DIN 931 M6-50 8.8; kr 1,29 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-52101310;25;Bolt DIN 931 M10-35 8.8; kr 1,29 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-52102054;25;Bolt DIN 933 M4-10 8.8; kr 1,29 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-52102255;25;Bolt DIN 933 M8-12 8.8; kr 1,29 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-52102256;25;Bolt DIN 933 M8-16 8.8; kr 1,29 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-52102257;25;Bolt DIN 933 M8-20 8.8; kr 1,29 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-52102259;25;Bolt DIN 933 M8-30 8.8; kr 1,29 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-52102310;25;Bolt DIN 933 M10-35 8.8; kr 1,29 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-52103154;25;Bolt DIN 912 M6-10 8.8; kr 1,29 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-52103158;25;Bolt DIN 912 M6-25 8.8; kr 1,29 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-52103256;25;Bolt DIN 912 M8-16 8.8; kr 1,29 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-52103257;25;Bolt DIN 912 M8-20 8.8; kr 1,29 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-52103265;25;Bolt DIN 912 M8-60 8.8; kr 1,29 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-52103267;25;Bolt DIN 912 M8-70 8.8; kr 1,29 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-52111158;25;ROD DIN 913 M6-25 8.8; kr 1,29 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-52111253;25;ROD DIN 913 M8-8 8.8; kr 1,29 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-52120010;25;Nut DIN 934 M10 8.8; kr 1,29 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-52301261;25;Bolt DIN 931 W3/8-40 8.8; kr 1,29 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-52303207;25;Bolt DIN 912 W5/16-20 8.8; kr 1,29 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-53033011;25;Washer GROWER DIN 127-11; kr 1,29 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-53033014;25;Washer GROWER DIN 127-14; kr 1,29 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-53033016C;25;Washer; kr 1,29 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-53033022;25;Washer GROWER DIN 127-22; kr 1,29 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-53036010;25;Washer; kr 1,29 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-53040025;25;CIRClip DIN 471 E-25; kr 1,29 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-53041028;25;CIRClip DIN 472 I-28; kr 1,29 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-54040016;25;CIRClip E-16; kr 1,29 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-54102109;25;Bolt DIN 933 M5-25 INOX.; kr 1,29 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-54102156;25;Bolt DIN 933 M6-16 INOX; kr 1,29 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-54103157;25;Bolt DIN 912 M6-20 INOX.; kr 1,29 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-54103159;25;Bolt DIN 912 M6-30; kr 1,29 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-54106007;25;ROD. DIN 913 MINI-3-20 INOX.; kr 1,29 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-54112154;25;Bolt DIN 914 M6-10 INOX.; kr 1,29 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-54112255;25;Bolt DIN 914 M8-12 A2; kr 1,29 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-54118003;25;Bolt DIN 7985 M3-8 INOX; kr 1,29 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-54118004;25;Bolt DIN 7985 M3-10 INOX; kr 1,29 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-54118054;25;Bolt DIN 7985 M4-10 INOX; kr 1,29 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-54118154;25;Bolt DIN 7985 M6-10 INOX; kr 1,29 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-54123008;25;Nut DIN 985 M8 INOX; kr 1,29 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-56000011;25;Washer; kr 1,29 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-56000027;25;Washer 18-23-1; kr 1,29 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-56000068;25;Washer 13,5-20-1,5; kr 1,29 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-56000116;25;Washer 12,5-20-2; kr 1,29 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-57000357;25;Washer 8,2-12-1,5; kr 1,29 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-57000378;25;Washer 18-24-1,5; kr 1,29 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-58018160;25;Screw; kr 1,29 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-61631005;25;Bolt; kr 1,29 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-16522134;25;O-Ring D. 21X3; kr 1,40 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-16524048;25;O-Ring D. 20X2,5; kr 1,40 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-243B0045;25;Screw; kr 1,40 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-243B0053;25;Washer, Spring; kr 1,40 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-243B0526;25;Screw; kr 1,40 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-243B0540;25;Washer; kr 1,40 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-243B0541;25;Pin, Spring; kr 1,40 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-243B0548;25;Ball, Steel; kr 1,40 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60900013;25;CONNECTOR; kr 1,40 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60900042;25;Ring terminal sec. 1.5 T.4 cover; kr 1,40 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60900062;25;Insulator Cap Faston 4.5; kr 1,40 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60900088;25;TERMINAL Female  SUPERSEAL; kr 1,40 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60900089;25;SUPERSEAL male terminal; kr 1,40 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60900129;25;Fuse 7,5A; kr 1,40 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60900518;25;Shutter 12; kr 1,40 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60900910.3;25;Faston Terminal Inclined; kr 1,40 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-H1489408235;25;Bolt; kr 1,40 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-TR.1.5.8;25;Ring Terminal 1.5 Sec.; kr 1,40 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-TT3.2.HO.1.5;25;3.2 fork terminal 1.5 mm2 cable; kr 1,40 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-TT3.7.HO.6;25;3.7 fork terminal 6 mm2 cable; kr 1,40 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-18225005;25;Washer; kr 1,76 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-19427130;25;Plain Washer; kr 1,76 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-24810032;25;SNAP Ring; kr 1,76 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-24810036;25;Washer; kr 1,76 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-24813500.26;25;Washer; kr 1,76 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-24813500.64;25;CIRClip; kr 1,76 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-24830032;25;SNAP Ring; kr 1,76 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-24830223;25;Washer; kr 1,76 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-24840077;25;Gear; kr 1,76 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-24846044;25;Screw; kr 1,76 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-24846076;25;Screw; kr 1,76 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-24850093;25;Washer; kr 1,76 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-24860092;25;Washer; kr 1,76 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-26113037;25;Washer M6; kr 1,76 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-26113114;25;SPLIT Pin; kr 1,76 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-26113137;25;O-Ring D. 6X1,8; kr 1,76 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-26113139;25;O-Ring D. 7,6X1,8; kr 1,76 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-51080010;25;Clamp 10-11; kr 1,76 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-51102110;25;Bolt DIN 933 M5-40 5.6 Zinc; kr 1,76 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-52101167;25;Bolt DIN 931 M6-70 8.8; kr 1,76 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-52101259;25;Bolt DIN 931 M8-30 8.8; kr 1,76 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-52101260;25;Bolt DIN 931 M8-35 8.8; kr 1,76 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-52101261;25;Bolt DIN 931 M8-40 8.8; kr 1,76 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-52101264;25;Bolt DIN 931 M8-55 8.8; kr 1,76 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-52102164;25;Bolt DIN 933 M6-55 8.8; kr 1,76 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-52102166;25;Bolt DIN 933 M6-65 8.8 CINCADO; kr 1,76 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-52102260;25;Bolt DIN 933 M8-35 8.8; kr 1,76 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-52102261;25;Bolt DIN 933 M8-40 8.8; kr 1,76 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-52102264;25;Bolt DIN 933 M8-55 8.8; kr 1,76 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-52103161;25;Bolt DIN 912 M6-40 8.8; kr 1,76 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-52103258;25;Bolt DIN 912 M8-25 8.8; kr 1,76 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-52103259;25;Bolt DIN 912 M8-30 8.8; kr 1,76 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-52103260;25;Bolt DIN 912 M8-35 8.8; kr 1,76 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-52103311;25;Bolt DIN 912 M10-40 8.8; kr 1,76 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-52103315;25;Bolt DIN 912 M10-60 8.8; kr 1,76 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-52103358;25;Bolt DIN 912 M12-25 8.8; kr 1,76 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-52105258;25;Bolt DIN 7991 M8-25 10.9; kr 1,76 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-52120016;25;Nut DIN 934 M16 8.8; kr 1,76 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-52302310;25;Bolt DIN 933 W7/16-35 8.8; kr 1,76 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-52302311;25;Bolt DIN 933 W7/16-40 8.8; kr 1,76 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-52501209;25;Bolt DIN 931 SAE 7/16-30 8.8; kr 1,76 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-53033020;25;Washer GROWER DIN 127-20; kr 1,76 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-53038016;25;Washer DIN 6798-A 16; kr 1,76 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-53040030;25;CIRClip DIN 471 E-30; kr 1,76 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-53041032;25;CIRClip DIN 472 I-32; kr 1,76 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-53041035;25;CIRClip DIN 472 I-35; kr 1,76 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-53103255;25;Bolt DIN 912 M8-12 12.9; kr 1,76 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-54102306;25;Bolt DIN 933 M10-16 INOX.; kr 1,76 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-54118106;25;Bolt DIN 7985 M5-16 INOX; kr 1,76 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-54118156;25;Bolt DIN 7985 M6-16 INOX; kr 1,76 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-54120010;25;Nut DIN 934 M10; kr 1,76 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-55108102;25;Bolt DIN 84 M5-7; kr 1,76 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-56000053;25;Washer 6-10-1,5; kr 1,76 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-56000057;25;Washer 8-13-1,5; kr 1,76 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-56000067;25;Washer 13-20-1,5; kr 1,76 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-56000084;25;Washer 22-27-1,5; kr 1,76 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-57000375;25;Washer 17-22-1,5; kr 1,76 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-58018260;25;VIS; kr 1,76 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60511336S.05;25;Fuse 5x20  3,15A  F; kr 1,76 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60900037.1;25;ECROU; kr 1,76 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60900910.2;25;Fixing Nut Gauge+Terminal; kr 1,76 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-T4610010;25;Washer 10; kr 1,76 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-52102262;25;Bolt DIN 933 M8-45 8.8; kr 1,76 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-TFM.6.3.08.F;25;Ter.Faston male 6.3x0.8 naylon cover; kr 1,76 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-TP.1.5.L.14.2;25;Hollow Toe Terminal Section 1,5 Leng. 14; kr 1,76 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-TP.2.5.L.14.2;25;Sec.2,5 Doble Long. double cord end terminal; kr 1,76 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-TP.6.L.18;25;Sec.6 Long. 18 double cord end terminal; kr 1,76 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-H1489408260;25;Washer-Plain; kr 1,76 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17824034;25;Washer; kr 2,22 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-16522131;25;O-Ring D. 22X3,5; kr 2,11 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-243B0005;25;Screw; kr 2,11 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-243B0039;25;Screw; kr 2,11 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-243B0250;25;Screw, Socket; kr 2,11 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-24810045;25;O-Ring D. 15,08X2,62; kr 2,11 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-25210231;25;O-Ring D. 29,5X1,5; kr 2,11 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-25210408;25;O-Ring D. 18,3X25,5X3,6; kr 2,11 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-36511017;25;Pin,Dowel; kr 2,11 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-54058154;25;STAINLESS STEEL RIVET 4.8 X 14; kr 2,11 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60900043;25;Ring terminal sec. 1.5 T.6 cover; kr 2,11 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60900067;25;female faston ter.; kr 2,11 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60900128;25;Fuse 5A; kr 2,11 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60974006;25;FUSE 1 A.; kr 2,11 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-H1489408203;25;Stud; kr 2,11 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-TR.2.5.6;25;Ring terminal sec. 2.5 T.6; kr 2,11 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-TFH.1.5M.6.08F;25;Ter.Faston female Secc1.5 M 6x0.8 cover; kr 2,34 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-V41762030F;25;Bolt; kr 2,34 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-V41880308F;25;Nut; kr 2,34 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-10111050;25;Coupling 3/8-18NPT/M18-1.5; kr 2,46 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-21210573;25;O-Ring D. 62X3; kr 2,46 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-243B0538;25;Pin, Snap; kr 2,46 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60900014;25;0,5W 220 OHMS resistor; kr 2,46 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60900103;25;TERMINAL; kr 2,46 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60900103R;25;TERMINAL MALE; kr 2,46 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60900104R;25;TERMINAL Female; kr 2,46 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60900159;25;Tubular Terminal; kr 2,46 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60900160;25;Tubular Terminal; kr 2,46 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-H003406L121;25;Cap-Hose Oil Outlet; kr 2,46 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-H1489408192;25;Bolt-Flange; kr 2,46 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-H1489408221;25;Pin; kr 2,46 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-M00000043;25;Toe H-6/20T; kr 2,46 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-TP.1.5.L.14;25;Twin Connector Terminal 1.5 Sec.; kr 2,46 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-TP.2.5.L.14;25;Twin Connector Terminal 2.5 Sec.; kr 2,46 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-12110048;25;Screw; kr 2,69 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-19027136;25;LOCKWasher 12V; kr 2,69 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-19027236;25;LOCKWasher 24V; kr 2,69 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-19121067;25;Washer; kr 2,69 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-19428010;25;Retur Line; kr 2,57 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-1A020036;25;Stud; kr 2,69 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-1A020070;25;Nut; kr 2,69 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-1A020081;25;Ball; kr 2,69 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-1A021013;25;Washer spring; kr 2,69 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-1A021042;25;Bolt; kr 2,69 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-1A021107;25;Nut; kr 2,69 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-1A022050;25;Washer; kr 2,69 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-1A024021;25;Bolt; kr 2,69 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-1A024029;25;Nut; kr 2,69 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-1A025008;25;Nut; kr 2,69 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-1A027023;25;Nut; kr 2,69 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-1D020226;25;Washer, Governor; kr 2,69 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-24880307;25;Nut; kr 2,69 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-26113118;25;Ball; kr 2,69 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-51030009;25;Washer DIN 125-9; kr 2,69 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-51030011;25;Washer DIN 126-10; kr 2,69 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-51031010;25;Washer DIN 9021 10; kr 2,69 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-51031012;25;Washer DIN 9021 12; kr 2,69 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-51110309;25;HEX HEAD WOOD SCREW DIN 571 10 X 30; kr 2,69 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
